0.546834 0.999333 -0.60261
0.557436 1.08385 -1.5052
0.492518 1.20408 0.458459
0.369012 0.463403 4.99597
0.620568 1.3135 3.68502
0.610839 0.644569 -0.837589
0.579957 1.51075 -6.78841
0.527057 1.38759 0.582989
0.484437 0.78323 -1.75414
0.42292 1.01112 0.582901
0.332258 0.738636 -0.849897
0.507936 1.08919 -0.0830386
0.496157 0.84441 1.78852
0.602149 1.09607 -2.1122
0.433144 0.97923 0.39693
0.622481 1.32362 -45.4528
0.385692 1.48014 -0.796508
0.509655 1.01639 1.26797
0.43385 0.500541 0.0235599
0.525377 1.23415 1.38281
0.521762 0.740067 -1.03064
0.460758 1.09861 0.662358
0.394708 0.673561 -0.205252
0.529094 0.919 1.12911
0.479265 0.744299 1.93958
0.510712 0.73717 2.01224
0.417148 1.17386 -1.3144
0.578367 1.5441 11.8469
0.482913 1.76902 -0.771221
0.525167 1.42363 -1.87871
0.399637 1.14149 1.45746
0.57204 0.924488 16.8247
0.500062 1.30505 -0.726585
0.539768 0.585217 -0.675111
0.411227 0.994545 -3.42775
0.68555 0.921758 3.10655
0.37836 0.838851 1.5281
0.342222 1.18126 -4.7514
0.461551 1.06139 0.15949
0.438684 0.900696 1.13502
0.671508 0.747751 -0.501934
0.564063 0.548697 0.818374
0.356253 0.863238 -7.34651
0.369676 0.936179 -0.0741649
0.569069 1.10036 1.20759
0.448245 0.538585 18.1185
0.661997 0.584148 4.02597
0.418109 0.614268 -0.208332
0.443923 1.68 -1.16415
0.662615 0.963709 -0.369287
0.465357 0.850865 -1.04507
0.485497 0.887856 -0.150363
0.653633 0.758921 1.3635
0.65822 0.649079 2.13593
0.495054 1.00738 -2.54803
0.533819 0.977809 -0.0870041
0.479622 1.00011 1.42578
0.525288 0.988502 0.452361
0.487139 0.733188 27.8285
0.398694 0.769666 7.32105
0.660729 1.40622 -0.33198
0.578666 1.66439 1.31458
0.407905 0.800231 -0.724016
0.335286 1.11949 0.799321
0.47538 0.834738 0.867093
0.608368 1.01003 3.22673
0.409448 0.606199 3.28958
0.381441 0.952962 0.770917
0.449235 1.06399 2.31069
0.459815 1.55267 -0.127872
0.577966 0.615684 -2.14001
0.513953 1.26067 -2.04452
0.512866 0.970345 -0.415286
0.562251 1.09465 -0.645956
0.445028 1.18735 0.205637
0.490263 1.17436 2.80607
0.406643 1.20244 3.21197
0.402716 1.22606 1.16119
0.467216 1.22145 6.56447
0.509333 0.775734 0.74353
0.527685 0.891011 1.80005
0.446874 1.01723 -0.550816
0.639684 0.553798 0.942091
0.491778 1.22875 0.0933187
0.336383 0.542936 -1.31148
0.5369 0.895872 1.27673
0.394353 1.15783 -0.602476
0.470818 0.987564 0.0782474
0.487645 0.827179 -6.65669
0.550521 1.21595 -0.290777
0.443586 1.15944 3.24735
0.60197 0.939677 -0.0793548
0.524694 0.690144 0.307617
0.584234 0.840014 1.37322
0.465394 1.00618 -3.49004
0.440819 0.799676 8.07151
0.570882 1.25449 -0.0892179
0.527618 1.03913 24.2571
0.48632 1.61265 -1.42418
0.60462 0.976582 -0.559726
0.477655 1.53538 -3.76582
0.524563 1.21882 1.35224
0.503349 0.713462 0.3618
0.424883 1.24016 1.51172
0.434459 0.856781 -0.000369362
0.471149 0.60514 -0.96286
0.496337 0.584759 -1.45617
0.514499 2.12142 1.63962
0.519013 0.494013 0.051422
0.378806 0.917606 0.414147
0.51759 0.673337 2.36579
0.314381 1.01391 -1.33449
0.364073 0.812034 -0.358148
0.535316 1.50637 0.152019
0.605406 0.980778 -0.484482
0.550971 1.07119 -0.54058
0.53942 0.810979 -0.757436
0.525087 1.05733 -3.48248
0.553541 1.17179 -0.124968
0.527424 1.29087 0.0743787
0.495489 0.770281 -2.43606
0.524069 1.19351 -0.419094
0.478698 0.431285 -2.25098
0.487617 0.699029 -1.22031
0.487719 0.99866 0.372803
0.463568 0.74546 0.777739
0.563324 0.960826 -1.07347
0.533608 0.859514 -0.556101
0.498323 0.421967 -2.49541
0.56113 1.12432 -0.589075
0.611137 0.591246 0.597409
0.543513 1.14895 0.450219
0.494888 1.02006 -2.80754
0.645572 1.70135 -0.435055
0.437966 1.36122 -1.49149
0.628225 0.96536 -2.14699
0.41281 0.644814 -1.47922
0.557132 1.00189 5.47108
0.530635 0.911661 2.26417
0.481778 0.580599 0.505667
0.421282 0.697158 0.543303
0.482645 0.83713 -0.443434
0.54181 1.28388 -0.251545
0.521562 0.913357 -2.82611
0.430171 0.61082 0.165165
0.48951 0.841584 2.58473
0.448828 0.686241 0.774008
0.581029 0.556339 0.838355
0.517787 0.990848 0.640686
0.45118 0.909055 3.20225
0.589748 0.8487 1.55244
0.508907 0.602808 5.14512
0.607214 1.24588 -0.63139
0.410754 0.937723 3.5053
0.599959 0.90353 -0.984818
0.545355 1.74805 0.916704
0.491514 1.35186 1.52951
0.408208 0.598636 -0.209453
0.507895 0.60324 -19.926
0.386906 1.07456 0.154688
0.50578 0.87528 0.513767
0.500659 0.649535 0.0760488
0.408509 1.51052 -0.328828
0.318446 1.33107 -0.922213
0.366665 1.50984 -0.63845
0.534011 0.743785 -1.60122
0.518348 1.21784 2.31311
0.581871 0.89157 3.23763
0.447677 0.664229 -0.998809
0.378195 0.65956 0.403233
0.626226 0.785737 2.7061
0.667496 1.47248 -2.96718
0.531182 1.44343 -3.03946
0.517157 0.742172 -0.801794
0.388627 1.06962 -0.109839
