1 92.032
2 78.464
3 94.946
4 88.766
5 123.004
6 105.224
7 101.824
8 92.31
9 68.04
10 72.438
11 93.102
12 91.694
13 74.768
14 123.332
15 75.19
16 97.586
17 107.24
18 106.306
19 84.004
20 102.346
21 105.308
22 111.168
23 76.804
24 107.43
25 82.046
26 86.422
27 87.576
28 88.842
29 111.35
30 108.546
31 77.948
32 114.6
33 104.75
34 84.694
35 92.858
36 116.518
37 83.426
38 88.824
39 93.27
40 121.456
41 85.498
42 104.388
43 97.404
44 100.254
45 102.646
46 94.574
47 100.364
48 82.54
49 99.998
50 125.49
51 123.946
52 92.638
53 136.658
54 109.108
55 83.684
56 84.478
57 115.378
58 106.272
59 109.122
60 94.628
61 95.356
62 101.972
63 101.264
64 98.01
65 120.728
66 104.072
67 75.432
68 89.192
69 119.242
70 107.432
71 109.116
72 81.472
73 84.578
74 82.398
75 80.126
76 96.852
77 103.612
78 99.97
79 94.922
80 104.834
81 98.926
82 101.75
83 83.196
84 109.924
85 123.046
86 90.532
87 82.26
88 83.522
89 110.778
90 100.208
91 112.23
92 97.782
93 100.016
94 107.552
95 93.774
96 85.408
97 101.598
98 82.312
99 110.978
100 106.68
